0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,11272255,0xb77f7BBAC3264ae7aBC8aEDf2Ec5F4e7cA079F83,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,sell,388792167301367049102691,520756834044,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,through,0xe1c76241dda7c5fcf1988454c621142495640e708e3f8377982f55f8cf2a8401
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,11272256,0xBc22b6264231b0D1B5897641A06963A20841636D,0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,buy,5517453186103133054801,3911111149,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,through,0x94e249e9397f8fea16da135986bc44fdbe957067762e863e4fbd13db574ea0f0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,11272259,0xA2c3f7a8fEC1F1d382B71B51a7779E3f831EBb7F,0x78A55B9b3BBEffB36A43D9905F654d2769dC55e8,buy,1803163978597233521554,1289816682,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,through,0xe988e0eb479846af468d4d8a79691d8bc591a6bdf2bc2732b726eb2b2680b2df
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,11272282,0xb77f7BBAC3264ae7aBC8aEDf2Ec5F4e7cA079F83,0x47C3d84394043a4f42F6422AcCD27bB7240FDFE2,sell,388792167301367049102691,187152669136,0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,through,0x8a1907dbf0f687524e6e7869000e1ef5b34d937741a3160611d42e15c8d76b15
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,11272284,0xfF86C0AA0Cc44C3B054C5FDb25F85d555C1d2C3A,0x0000000000007F150Bd6f54c40A34d7C3d5e9f56,buy,1866978745200314596623,611090394,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,through,0x412431aec771963d70ea9cbf67d9847fd327d9aa5d86c1dc9c86d44806450f2b
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,11272285,0xE369C427edD0f409b4f6210B277Dbdc0DD6c1D39,0x0000000094AcB89A43EAC2FBB3A07973Efc2435c,buy,959119830165227448803,314679679,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,through,0x706294a44d12540598eb8539146d1670d717b0f5a8ae60851402190e91216673
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,11272286,0xf334b65d2b5044861FBB277d38b92eeF57cB123f,0x7c651D7084B4BA899391d2D4d5D3d47FFf823351,buy,925326101626294716916,304072936,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,through,0x72888177fb4bb9af8024b47e175d6a15ecc710e3543e96ef05ceffb4c29bdfcb
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,11272287,0xE369C427edD0f409b4f6210B277Dbdc0DD6c1D39,0x0000000094AcB89A43EAC2FBB3A07973Efc2435c,buy,17306732333279162749121,5775481468,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,through,0x8ec16fd5f2e7fd0c22a509ad37dcee59dac013e6a49dc4d0c0212ee178372e69
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,11272293,0xb77f7BBAC3264ae7aBC8aEDf2Ec5F4e7cA079F83,0x47C3d84394043a4f42F6422AcCD27bB7240FDFE2,sell,388792167301367049102691,98401287261,0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,through,0x8eba96d3f5851f4d4f703c40fb58effaca1211660b2a96aafd50e3587f3a29e7
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,11272295,0xFF28319a7cD2136ea7283E7cDb0675B50AC29Dd2,0x0000000000007F150Bd6f54c40A34d7C3d5e9f56,buy,1872451329070554103748,358631604,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,through,0xffadbb1f5bb9924244e5983b38a373f7e737573ee863bd7d76678c954e8f0111
