address,eligible_ousd_value_human,ousd_compensation_human,ogn_compensation_human,eligible_ousd_value,ousd_compensation,ogn_compensation
0x3E464570D09558DF0B39CFDE54822b81C1A45bE0,510.38,510.38,0.00,5.1037627273765965e+20,5.1037627273765965e+20,0
0x3eA4E9d60c02E6C4687a24223eB7Df87c42204AB,0.01,0.01,0.00,1.0000127538229572e+16,1.0000127538229572e+16,0
0x3EB35baF1C097AFEDe7b7a7df62470c74BA86098,153.90,153.90,0.00,1.5389702863114453e+20,1.5389702863114453e+20,0
0x3EbFC0a55ab261250364836f154B2a3f476Ae7C5,10.20,10.20,0.00,1.0203362449292499e+19,1.0203362449292499e+19,0
0x3f52dfCef058C6cEB6cD6D18c0BE39B4B7C761a8,90.37,90.37,0.00,9.036845116926653e+19,9.036845116926653e+19,0
0x3F88CfAb0ef47b8207CE6d91f99Bb2A2C096c662,3.92,3.92,0.00,3.9165521633345413e+18,3.9165521633345413e+18,0
0x3FDa4F1FA628c50b7B48585dCA36465A8e8a647F,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x3Fe7fa3d2f03240bD26C392D257B27fdc0DA09B3,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x402Ee321D7959dC1591451e6482E8614Dcc3422c,17.46,17.46,0.00,1.7458153062777225e+19,1.7458153062777225e+19,0
0x4086E3e1e99a563989a9390faCff553A4f29b6eE,"493,027.04","124,006.76","2,473,326.29",4.93027042641825e+23,124006760660456244248576,2473326286738396332075924
0x410e08B3e64aAc18AE18F2c5066D26e848AC8B9C,180.45,180.45,0.00,1.804520505697444e+20,1.804520505697444e+20,0
0x41646e8b3c3589dfaB0Ef9C7ef1cBBf57f1EdF90,45.60,45.60,0.00,4.5600183580601295e+19,4.5600183580601295e+19,0
0x424a21897d55b5A15A8692B47d1E60C05caBFD46,"7,655.62","2,663.91","33,456.55",7.655622456255482e+21,2663905614063870410752,33456547199675678500375
0x42a85f44937346380d935C6E2a3d2FEB78fa2016,"1,048.88","1,012.22",245.73,1.0488843103680825e+21,1012221077592020615168,245732123163953388096
0x432101937F74Cae0F1A4b7F2bAF5aF3B2aC10e8F,"13,928.63","4,232.16","64,989.76",1.3928629619101102e+22,4232157404775275560960,64989760149636908062198
0x43999678D2a2317028424029DD7DA339dB2d5c55,"1,012.76","1,003.19",64.13,1.0127573326299869e+21,1003189333157496717312,64128682791488953994
0x43Bf5A6dF560e391Ec9e1FB09543e1Dc5E105ACc,447.51,447.51,0.00,4.475111225578499e+20,4.475111225578499e+20,0
0x445288E337E2f665a578E647E2ef9Ce1F7996C95,17.28,17.28,0.00,1.7283882385896868e+19,1.7283882385896868e+19,0
0x44E7331F04689EB96c0787467A0EE0EAfCAc875b,539.68,539.68,0.00,5.396827417995267e+20,5.396827417995267e+20,0
0x44eC6911395356D41a0fFfd5ffBbF443f58fe120,285.81,285.81,0.00,2.8581059939355912e+20,2.8581059939355912e+20,0
0x4535724648aF875AcECffb1Ef91e5d230C0DdBD3,28.60,28.60,0.00,2.8598573313157046e+19,2.8598573313157046e+19,0
0x45A98c86087Ebe1DcecD1F8D96BA81Ef694f8F0a,83.83,83.83,0.00,8.383259877985581e+19,8.383259877985581e+19,0
0x45d6888c5EbF46Ebd6aEe295d21C41992390b245,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x45e1Ed17AdAEEab93c4d0244c551392061bB6d69,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x4673a50D8cCB067A5Ac6D77c161F32c189A156Bd,25.19,25.19,0.00,2.518889494078649e+19,2.518889494078649e+19,0
0x467927774B59F7cB023863b07960669f958EC19a,"10,067.18","3,266.80","45,579.00",1.0067181539340346e+22,3266795384835086483456,45578995673627744305415
0x472133f87ae7Db800F18c500E4E076bC63D6A2Dd,"22,078.24","6,269.56","105,956.32",2.207824409989874e+22,6269561024974684684288,105956320877507064697479
0x4809BE021730731a278a8cff86baD314535befdD,"20,052.38","5,763.10","95,772.69",2.005238126688562e+22,5763095316721404739584,95772694035953178409865
0x482b0077336463B67FF7f83128083a8eCAd9019b,270.77,270.77,0.00,2.7077357581407116e+20,2.7077357581407116e+20,0
0x4853c9A7CB8f42a87dF28148F3380E35d8728043,0.76,0.76,0.00,7.624763665396392e+17,7.624763665396392e+17,0
0x48Cf6863360178E28e5480532E5Fed6ef0254498,0.51,0.51,0.00,5.117536050115067e+17,5.117536050115067e+17,0
0x491B1bd855368b896d407b60D7815cd651a67c09,50.89,50.89,0.00,5.088896521736557e+19,5.088896521736557e+19,0
0x493374100e511b1b091FA5BACe1929DC154FeE80,"3,996.43","1,749.11","15,062.49",3.9964315678584634e+21,1749107891964615852032,15062491125293884424235
0x495875C49f7BF572B2A5EA6F82E86EE43E462f8d,302.67,302.67,0.00,3.0266795300142226e+20,3.0266795300142226e+20,0
0x4ACceEe2dA4269E708A22a9ce35d6079E29cc7FA,66.61,66.61,0.00,6.66069573192474e+19,6.66069573192474e+19,0
0x4B52DBd3F7643796f2e5e9d1257880f28263850f,1.02,1.02,0.00,1.0202648404109623e+18,1.0202648404109623e+18,0
0x4b5b754032d442831F32643f04cD6e4571865189,49.12,49.12,0.00,4.912350728994786e+19,4.912350728994786e+19,0
0x4bB0E9F8d5D95bC47D80A4E49fe33A1Dd2651507,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x4bb11CfdB6201614E400e48609e98EB4f7446a3F,133.45,133.45,0.00,1.3344737038893472e+20,1.3344737038893472e+20,0
0x4C892828E688906306D32A8Ca6aD17C874Ab55ea,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x4cbBAc6470C984D7c646BaB237f883347f16fb4A,493.27,493.27,0.00,4.9326955124001125e+20,4.9326955124001125e+20,0
0x4CbCD9Af513829Abc6d15ad7CfF0DC00D7dF8045,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x4Cc1c6AA620a30d2523D01CdC4F8bcc524aE7b9D,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x4Dd2a335d53BCD17445EBF4504c5632c13A818A1,1.34,1.34,0.00,1.33555406029418e+18,1.33555406029418e+18,0
0x4dE6879c7881A6737740b87237cc925f56b58a3D,94.73,94.73,0.00,9.472521852492866e+19,9.472521852492866e+19,0
0x4E255D0FE05539bBf55ff249cF871db54f325Fb0,"1,012.62","1,003.16",63.44,1.0126205129353193e+21,1003155128233829826560,63440916229822249865
0x4E281AdD1E87F5aa0fD9c39D8Bcfd7C1a6da61fD,4.08,4.08,0.00,4.0845811521919636e+18,4.0845811521919636e+18,0
0x4e3E3d5f6ed67Cd44424ad188583722Ce6a7558E,1.02,1.02,0.00,1.0202648404109623e+18,1.0202648404109623e+18,0
0x4f50b32B11aF007D53fD229a4cA07c4D92aF1ea9,"1,424.73","1,106.18","2,135.04",1.4247313347019082e+21,1106182833675477057536,2135043572563211612654
0x4F5FfF35Ec6FCF5ddB70AA2079a78D19e94D57C3,101.01,101.01,0.00,1.0101071945640069e+20,1.0101071945640069e+20,0
0x4fc1DDd25603575c6b659630B8B672Ac65e148b5,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x503A62E47b67e61804F83ff9A7cE14c34B8b7998,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x50407F40cEe70150966fB18AB4e4E5e6ea37E220,976.35,976.35,0.00,9.76350118775974e+20,9.76350118775974e+20,0
0x50b71FA550D646F3B0942a4c16bAed0260b77039,124.39,124.39,0.00,1.2439444528354995e+20,1.2439444528354995e+20,0
0x518aE9dC06AF3A4d2DD1B75E2367C0D23257B320,"20,468.81","5,867.20","97,866.01",2.046881253181329e+22,5867203132953322848256,97866014737667349495764
0x51963088C3beC10fabe76b72C8242c4E4b055F58,200.04,200.04,0.00,2.0003704409559528e+20,2.0003704409559528e+20,0
0x522dbBDA3e2aC66C9242EF71A9e8D42E431F037F,476.23,476.23,0.00,4.7623222027448136e+20,4.7623222027448136e+20,0
0x5285741666e23d78eF10DCD356445C35C8f13059,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x52F45cF60e5Db2927Ba6f7594bA8Efa589975cB1,5.05,5.05,0.00,5.045965084969968e+18,5.045965084969968e+18,0
0x53102839345B6589e3668de86451a8d4EAe23776,123.87,123.87,0.00,1.2387257815608748e+20,1.2387257815608748e+20,0
0x535824c63D3421C703cB022aba55c321a6e30Bf4,115.94,115.94,0.00,1.1594043759488437e+20,1.1594043759488437e+20,0
0x537037C5ae805b9D4CeCAB5Ee07F12a8e59A15B2,"36,420.72","9,855.18","178,053.23",3.64207226542504e+22,9855180663562599661568,178053230500588465044932
0x539F15196555f15D8B4Bd26d2448843fF146f50C,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0x540a6330340B71378540d0a65AD8Cb3e5962B363,204.31,204.31,0.00,2.0431233350317258e+20,2.0431233350317258e+20,0
0x5434798c287D410c162CB8D1642c3848c169c490,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x549A0b12Fcb66c3B1e481a668447a90aBd81D22D,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x54aa4537e30497aB0dbEC28D9af8AFa225bFC7d6,3.50,3.50,0.00,3.499192545676352e+18,3.499192545676352e+18,0
0x54b31103456827FAb3371985BB2CB31ee4F99aEA,32.54,32.54,0.00,3.253958011236306e+19,3.253958011236306e+19,0
0x55420601591b6A4CF14F2cf912aB377898fb9201,"50,696.21","13,424.05","249,813.39",5.069621019101783e+22,13424052547754458087424,249813389029915377092975
0x5580bA66f8d6Dc71adB0CA1d1c6B3D142Ff7aACa,196.79,196.79,0.00,1.9678505906326048e+20,1.9678505906326048e+20,0
0x55998b0Bb194D59830a5b0A41aFb040775Cb27e6,54.20,54.20,0.00,5.419836551202247e+19,5.419836551202247e+19,0
0x559b9B91ac3AbbE7a30AaD2d0B3DE3a199d3E8a4,7.09,7.09,0.00,7.089358729640669e+18,7.089358729640669e+18,0
0x55AE368f55e42a99eEAa4c297f3EFAc87a3eD60b,169.67,169.67,0.00,1.6966908929633354e+20,1.6966908929633354e+20,0
0x55b7E41C7d1B286CA58a9D19e1eE41E28796235F,23.81,23.81,0.00,2.3805860150249583e+19,2.3805860150249583e+19,0
0x55D90422B6557EebA4B3EE3f8292ed83097F1D01,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x55E86864ddE83bdd7Ef9F0d1F1765ebbec3A7934,102.18,102.18,0.00,1.0218399515044599e+20,1.0218399515044599e+20,0
0x56011cc21d3CB7B49A97205649284A6619a6c3Fa,"2,245.13","1,311.28","6,259.01",2.245126512356133e+21,1311281628089033228288,6259013969618630595603
0x56D91bAA1bDC08361a7897fF866450d84F96d096,65.70,65.70,0.00,6.569674897099856e+19,6.569674897099856e+19,0
0x574F15DBE368311c69aADaE22b46159f3C7Df3F0,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x578Bc5366c0Fd5Cf0F399314C73ab10C626Ab413,388.19,388.19,0.00,3.881916297896587e+20,3.881916297896587e+20,0
0x5831919eEfa1198235eef143BDAB5A62d73B5d06,312.60,312.60,0.00,3.125991680173943e+20,3.125991680173943e+20,0
0x5853eD4f26A3fceA565b3FBC698bb19cdF6DEB85,10.18,10.18,0.00,1.0175180090105504e+19,1.0175180090105504e+19,0
0x587B938A8B21ea570325E91BDd01B161783A75e8,146.98,146.98,0.00,1.469809431654784e+20,1.469809431654784e+20,0
0x589Be270aF8577D2e21e953059B45A85CE7D8180,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x58B6e1e2F0DeB19006F9d4ED40800a835C483Be3,203.58,203.58,0.00,2.035757016430512e+20,2.035757016430512e+20,0
0x5931E3F743545C479357490958762FEB23cdfEdd,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x5a5ce790265736A7Aa87592CF84e3F00ac6e86ED,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x5d99aD29c5BeEE7D3CEb1D1f032F3Abd2d77bdc8,"1,170.71","1,042.68",858.14,1.1707117767748594e+21,1042677944193714847744,858135607112228842037
0x5dA68351bD082aBDA73E42Ac981dB51d9364fe69,51.47,51.47,0.00,5.146736190101503e+19,5.146736190101503e+19,0
0x5dE2F76B3eB497CEDe9D06607f43848951c0EFFF,51.22,51.22,0.00,5.121520753015581e+19,5.121520753015581e+19,0
0x5DF4Ba37b90a463498cDddFb72E3C7C3bB7dA347,102.17,102.17,0.00,1.021723764199422e+20,1.021723764199422e+20,0
0x5E687f547d26732A3F1213e1C31432C3EF6810bc,2.48,2.48,0.00,2.47907343289092e+18,2.47907343289092e+18,0
0x5f2f9921567f64a96fB5bBE1e892401E7FCA1f6F,"1,028.19","1,007.05",141.72,1.0281925221916249e+21,1007048130547906215936,141718442652269757426
0x5ffceF2e952209DF9dAE388B0621992b16cd1f3C,"6,858.98","2,464.75","29,451.99",6.858982036679204e+21,2464745509169800937472,29451987449794925016193
0x621Ec0b18317049583aC828461cdb4031AD2a76a,"3,177.66","1,544.42","10,946.69",3.1776607874596523e+21,1544415196864913080320,10946686264039807245040
0x6244FB1e1b9C016D32CE7dA76046D2D1C789F20e,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0x6252fACA764C750C55a7242E65Cc19eBaAd87176,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0x626680d45bA727382419B0714AEeA84E13Ca0D38,787.43,787.43,0.00,7.874348616479091e+20,7.874348616479091e+20,0
0x626a20d089C9F292C1921D8d4E427687A10D1F1E,100.04,100.04,0.00,1.000358937251097e+20,1.000358937251097e+20,0
0x62cc07D3c75F83Bf1C8a961bf80256c1a8EA3e88,183.67,183.67,0.00,1.8367173060017622e+20,1.8367173060017622e+20,0
0x63043B54d83B1859dF46ccCaE2a2Cc101D8C8f57,"4,492.25","1,873.06","17,554.85",4.492245671344952e+21,1873061417836237946880,17554854246036956036461
0x63608C92f6C4da6Ea8Fbf6E2f718Df1d12b67003,0.10,0.10,0.00,9.994811975806413e+16,9.994811975806413e+16,0
0x636fe9cF2D2E9891289bE77a4B29b298FD501d52,203.79,203.79,0.00,2.0379110328227997e+20,2.0379110328227997e+20,0
0x63B7F56fF3c328Fb0AA9C292F3546550daa1CF62,"7,523.91","2,630.98","32,794.43",7.523905719532748e+21,2630976429883187003392,32794432236257111328257
0x63C5229302d4B93241AA06b08447b5C13eDd3AbF,"3,392.41","1,598.10","12,026.19",3.3924095768230987e+21,1598102394205774675968,12026187551054450589168
0x6496B57Cd93c607527b418EF584a6b293b80a718,"41,598.27","11,149.57","204,079.79",4.159827323428904e+22,11149568308572260401152,204079791727324270800643
0x64f831408647cFc97F313bFf3A922dCFf2D50430,205.22,205.22,0.00,2.0522352573247462e+20,2.0522352573247462e+20,0
0x6595732468A241312bc307F327bA0D64F02b3c20,"667,998.58","167,749.65","3,352,874.91",6.67998582555741e+23,167749645638935254663168,3352874912311030589741983
0x65AcBf6788CB6b11b6E11F33C7Bc884314B61C5D,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x65e714b00f2a8f660bBAc9Ad866EeD7b153cB09D,"2,607.41","1,401.85","8,080.14",2.6074083122257933e+21,1401852078056448327680,8080135617757003907774
0x65ffd2aE80fcb150f281D63a65d972Fe8c114A88,49.08,49.08,0.00,4.90778564548135e+19,4.90778564548135e+19,0
0x66390744C04D9CE7402062AAdd3925e9420f83D9,"21,508.67","6,127.17","103,093.18",2.1508670724783498e+22,6127167681195874451456,103093183938254848219624
0x674Dc6065d37667a660820e4FeBff42E140E8EDb,156.73,156.73,0.00,1.5672701903162717e+20,1.5672701903162717e+20,0
0x675Cb20aAaCdCC7F6484B420A4749f8a44fCD7D1,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x67C14DBceA6b4e203639466f29cE804CF6325eC7,61.65,61.65,0.00,6.164589154266609e+19,6.164589154266609e+19,0
0x67F3A569C1E86d64a767D4776294b0e1C4819768,"2,603.99","1,401.00","8,062.96",2.603991951507396e+21,1400997987876849057792,8062962222724847006541
0x681B677479D2c4A00dDcD5325f2912EAC5d0822D,"1,217.51","1,054.38","1,093.37",1.2175080547949672e+21,1054377013698741796864,1093371589116792162144
0x683efCE377A48F2899ae2Aa790F8353c1De348EF,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x68803aC6443605374B029836c356964550596dc4,"1,119.99","1,030.00",603.16,1.1199883659105218e+21,1029997091477630451712,603158675823668600107
0x68bE2fEd75C6678F17eE81dDd2D2738d7a228d37,"2,016.37","1,254.09","5,109.12",2.0163743726676502e+21,1254093593166912552960,5109120506037115676139
0x68e17518C12b9869745323847755Aa163E92A383,40.64,40.64,0.00,4.064179538847461e+19,4.064179538847461e+19,0
0x690Eb09378CAC699B0ab2B09C6e6032C43d31D34,"5,955.30","2,238.83","24,909.37",5.95530442306572e+21,2238826105766430113792,24909372099861195317533
0x699AEDeC6E4B8415eCe89cE0F2B8Aa763ce536E7,103.63,103.63,0.00,1.03632306416628e+20,1.03632306416628e+20,0
0x69A5F72BbE0dF1f6b6db4879eF82E4bcF9Ef6CAd,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x6ab791754298D6D6d7C182DC1572126B4eD24897,223.38,223.38,0.00,2.2337876554188675e+20,2.2337876554188675e+20,0
0x6b11bDA202802402f6E92a426e440BA6Abb01EE6,590.28,590.28,0.00,5.902769929689786e+20,5.902769929689786e+20,0
0x6C870BdA9b4A3E30E06123edC0Ea7C4084F9230E,65.54,65.54,0.00,6.553529551373049e+19,6.553529551373049e+19,0
0x6d142d83e4e08AF4E8e7Ccc4997678A4DaEb5f81,5.43,5.43,0.00,5.433184244113584e+18,5.433184244113584e+18,0
0x6d62d604f1AE0c669f41845a1c7a525e10cF9b3A,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x6D78900ae964441dDccAe9B29516F6240B001356,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x6D8F5F48eEB0173bA8cd0004ecf0551fbbb760b7,1.02,1.02,0.00,1.0203362449292498e+18,1.0203362449292498e+18,0
0x6ed54D1a6Ee10E94107316053a428DaaAa3F5e0c,61.49,61.49,0.00,6.149189865776258e+19,6.149189865776258e+19,0
0x6fA3d7EF1752b506b2DEC9bBfC20BB84184E88ae,271.97,271.97,0.00,2.719680561796722e+20,2.719680561796722e+20,0
0x6FB18a66D1bBC7Eda01c0F76abC53f14F085bBa4,0.09,0.09,0.00,9.479045874579893e+16,9.479045874579893e+16,0
0x6Ffe8F6d47afb19F12f46e5499a182a99C4D3BEf,1.80,1.80,0.00,1.7959304567933489e+18,1.7959304567933489e+18,0
0x70358055E7F181144B839b2222eCa8501865ad35,"10,081.91","3,270.48","45,653.03",1.0081910336688256e+22,3270477584172063916032,45653034534290829410831
0x70601dc10b24100212fC51dC51E2570712Ff649e,52.20,52.20,0.00,5.219886771117368e+19,5.219886771117368e+19,0
0x70AB6b625412b26159FDb4dD4b3fFfd05c1D6525,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x70F6B0DC3d3Ae50E16f333949b25fd2b3bC2f8E2,437.35,437.35,0.00,4.373454604408695e+20,4.373454604408695e+20,0
0x714c1d1BDAc38d441Ba6dda67AA3010C7F51dc69,"1,000.35","1,000.09",1.74,1.0003461854154524e+21,1000086546353863098368,1740208187595811689
0x7160BBc2711E1De92b6658Bb7D3E023ac2554caD,"2,401.56","1,350.39","7,045.40",2.401564361476461e+21,1350391090369115193344,7045397259432611126219
0x716ebFa1d99260e21EC05a950Fd1A75ABea2a565,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x721EeA17D8EbF21bfBD06A740d020B4F97841d6D,51.13,51.13,0.00,5.11309612087078e+19,5.11309612087078e+19,0
0x7221E37fEc261309Bf4bD4E95Dc129f1372f8082,607.85,607.85,0.00,6.078452500139146e+20,6.078452500139146e+20,0
0x72Ca7b9aEC982a620a23d4b9F18fB357F9d6BFEF,"112,723.36","28,930.84","561,612.09",1.1272336477471181e+23,28930841193677952909312,561612088344730956621554
0x72CC4FE696Fba1deC301eb4e856DCe66c82D4222,"7,613.36","2,653.34","33,244.08",7.613355877137729e+21,2653338969284432363520,33244081151831749936729
0x73212e2729C8Ba3D508703fe9fb71Beabe93B073,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x73f8dC6e117b096600660c1245ae8E396cB6750e,501.03,501.03,0.00,5.0102594875537195e+20,5.0102594875537195e+20,0
0x741A79F4DB36305535b9C73C67F27BB6bA3C52F6,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x74e627b427ffe88BB4827734FfcfBa13b52fF69f,15.14,15.14,0.00,1.514481486253809e+19,1.514481486253809e+19,0
0x75161d790609e539Db9e2902Df0a0F664637f27e,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x751B1D5235aa34Ed5243c57D9313c67AC386EC08,"20,222.43","5,805.61","96,627.48",2.022242656689203e+22,5805606641723007041536,96627479391213278315067
0x75214FD1dd2794D0C26e22F1F71A5a91c972305e,2.02,2.02,0.00,2.0154986305120364e+18,2.0154986305120364e+18,0
0x75468Eb58413434fC82B01aC2fEF656CfAd7a6e3,"1,533.27","1,133.32","2,680.63",1.533265873374105e+21,1133316468343526260736,2680626039078946261447
0x757ae4Cf0552A8242CfaCA52b2a81556E089a7FA,37.04,37.04,0.00,3.703785143912723e+19,3.703785143912723e+19,0
0x75c7C78A0D51395a30299af6bEbe4dd3879e9d93,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x76296E0BB69a2cfA5db458aF5977272279b38E53,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x765e3b37C74651a57C162f722bf6EA54A0efDB52,218.45,218.45,0.00,2.184464236402697e+20,2.184464236402697e+20,0
0x76785D9109a4CdC7bBCd82299d6eAa6b863fb666,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0x769538c3ba280Cb7B5018239937cc8F92458e689,"1,751.63","1,187.91","3,778.28",1.751625053837775e+21,1187906263459443769344,3778276074921791608793
0x76b40542a92Cd97D7722BaC7E3AE6E7085736c61,35.25,35.25,0.00,3.5246018632955765e+19,3.5246018632955765e+19,0
0x76B91c3597528Dc7d77fdc71729d284A96FdA29c,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x76dA00465870eaEBfEB74975c862E445EEeabA49,"2,021.43","1,255.36","5,134.55",2.021433512717002e+21,1255358378179250487296,5134551840065358323646
0x77337dfe579a03a07a475870DB443d65127F0769,"7,207.95","2,551.99","31,206.17",7.207947231226803e+21,2551986807806700814336,31206169057775485542949
0x777999bE819FfEceE44A995560A9D0e97780a30c,0.16,0.16,0.00,1.6405595310850435e+17,1.6405595310850435e+17,0
0x77bB33967398E374925e3eC635Bf9Faa148Bc24C,30.60,30.60,0.00,3.060261782757443e+19,3.060261782757443e+19,0
0x77c2401Ca6eF5a13fE062102fd59eD4070a55C4D,"3,569.60","1,642.40","12,916.89",3.5696008395263113e+21,1642400209881577816064,12916894300567918553565
0x77fEb83b9d802Ffe594dBC9092E2d2d162F1ebC0,273.81,273.81,0.00,2.7381417277835182e+20,2.7381417277835182e+20,0
0x78b3A256061ce71fA266C2442Ed08C04a784A7dD,2.05,2.05,0.00,2.0545603289701563e+18,2.0545603289701563e+18,0
0x78b514bAd0299826c1Bc9409e5c3db7Ece9CA404,"3,482.41","1,620.60","12,478.63",3.482414844364646e+21,1620603711091161563136,12478626898615849124718
0x78F65FA1daa00F5a8445F5A7648C5FF970F11e63,99.13,99.13,0.00,9.912760386424049e+19,9.912760386424049e+19,0
0x78fDE612802F86C2B4fA56F0A09C01315073802c,"1,029.42","1,007.35",147.87,1.0294158026224547e+21,1007353950655613665280,147867640528424905093
0x799F333E84feDede6F266F6f35c525eE383C8888,268.32,268.32,0.00,2.6831879032915912e+20,2.6831879032915912e+20,0
0x79C078b7018F312D7ad50Ed227A80A3f3a0C17a7,"1,198.54","1,049.63",998.01,1.1985369258039205e+21,1049634231450980122624,998007334805230347667
0x79DEa56a2974484D76DC2AD08eA2806Abe50a27f,75.68,75.68,0.00,7.568499444143746e+19,7.568499444143746e+19,0
0x7A4Cca918b93Aa32d7e415DA8B8a6fe985a0d26f,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x7B351c60AcCC662447a71DA06071bE072DA74730,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x7b38C841122Ddd4FA31Ee819F546132f1D875480,10.20,10.20,0.00,1.0200777227689236e+19,1.0200777227689236e+19,0
0x7bB9a8e1f52bd7CE7B18d4CDE6f8c5F10fd0E729,378.41,378.41,0.00,3.7841373883580573e+20,3.7841373883580573e+20,0
0x7BEcF327f9f504c50C60d3DFBc005400c301F534,44.31,44.31,0.00,4.430797214807918e+19,4.430797214807918e+19,0
0x7D859D90b749FeB439ab9401d10dC179eadF1752,"1,020.03","1,005.01",100.66,1.0200254485238874e+21,1005006362130971852800,100664117914983635388
0x7E61622446ae2A4D4C8bB64bb20E097297d0aE40,"5,389.73","2,097.43","22,066.33",5.389728736347781e+21,2097432184086945333248,22066330779228123322680
0x7ef890BB009CCE76F8B798B49C2F51e01e81a3aE,810.33,810.33,0.00,8.1032796907288e+20,8.1032796907288e+20,0
0x7F828aFFb15bb6443900daC69b4cFb48231dCD12,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x80d53979b8ee634dC5d2f3aF1F22F5247F00a51a,"5,322.02","2,080.50","21,725.96",5.32201669123178e+21,2080504172807944929280,21725955217317927532439
0x8104dF8f04161Da7d5510197B83499Ad0604c855,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x81e005F03A31AcD2E10DF635F014E129E57F9638,1.06,1.06,0.00,1.0631996448655762e+18,1.0631996448655762e+18,0
0x82954E88f16DB08B47E9D77Df7Ac0E684e8b07C4,102.06,102.06,0.00,1.0206035790029275e+20,1.0206035790029275e+20,0
0x8335a0841E8A031A984E51BD53334C182b313274,601.20,601.20,0.00,6.012049868591606e+20,6.012049868591606e+20,0
0x842256DaC412A0865ac21F9FC6500492D09e0E94,"4,811.41","1,952.85","19,159.22",4.811406772561565e+21,1952851693140391231488,19159216350007866584879
0x84294BB21adc7D5204c8a367C8416b6422f2BCfd,30.80,30.80,0.00,3.0802471428302426e+19,3.0802471428302426e+19,0
0x84bA38696f4F2dbCb88Ec2C5F82d24A074d2E6fe,"61,347.28","16,086.82","303,354.28",6.134727762339821e+22,16086819405849553272832,303354277597511124788847
0x84bD81323caaBde701AF2d8310578AD5061a2290,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0x852a79fDb312fD2aF3324CD8F4052F0B3c9C64B9,307.86,307.86,0.00,3.078597269297733e+20,3.078597269297733e+20,0
0x86282134CE9fC4Ac724B84b93D6D5b41cE59a40d,71.98,71.98,0.00,7.198395218645878e+19,7.198395218645878e+19,0
0x867A57860fD469eD97aB80cB6A097a30dc128caA,356.94,356.94,0.00,3.569408923084755e+20,3.569408923084755e+20,0
0x86d4c1198FD8d7f7D646e9E422AF5c560619Aa52,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
