address,eligible_ousd_value_human,ousd_compensation_human,ogn_compensation_human,eligible_ousd_value,ousd_compensation,ogn_compensation
0xcbF336eE5C594AA5b258D77653d75E286ba5500F,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xCc077166913316e9ECD700DD2f52eB539D700aDd,997.97,997.97,0.00,9.979697228488874e+20,9.979697228488874e+20,0
0xcd7F266F5440357a1Fa058bCc7C079afB6b85A57,"2,534.50","1,383.62","7,713.62",2.5344966124475415e+21,1383624153111885381632,7713622381606274429597
0xCEE22dF072D7fB04570fEc0b684A9D02A4AB8899,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xcF6707D519dC79Dbd2a7C991735c514b4Fa724bc,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xcfe772359db751F44b24Ff72B4A74F68A2f8675a,"100,102.40","25,775.60","498,168.90",1.001024001430169e+23,25775600035754224910336,498168901523208275676997
0xCfF16366b3aD1674F2284b82BeDe20BE3bf01084,755.32,755.32,0.00,7.553188231261237e+20,7.553188231261237e+20,0
0xd0975bb532Cdd28080b3B3179ba68B872142a8a0,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xD159DE3C562B4E1221ae435Ef34761F99A9Cc969,67.91,67.91,0.00,6.790940463714503e+19,6.790940463714503e+19,0
0xd18E4e9FE5e534CFE4E42a8643d9c81c53e5bb29,54.95,54.95,0.00,5.494987669755113e+19,5.494987669755113e+19,0
0xd1FD6b7d78361d24875E11bB97BA282fB52C5003,52.40,52.40,0.00,5.2400754470107455e+19,5.2400754470107455e+19,0
0xD26d9CFE022332f830BBc4D54885f25C867e4885,313.23,313.23,0.00,3.1322605616382306e+20,3.1322605616382306e+20,0
0xd3092810BfC5CC9393068840450c1dBCd42038ae,271.68,271.68,0.00,2.7167638236826963e+20,2.7167638236826963e+20,0
0xd39B6849d2e1dB20BAb50dd7A4F3e0882c744404,"6,038.58","2,259.64","25,327.98",6.038579251876038e+21,2259644812969009479680,25327978813049788465415
0xd41b9F3Ee050CEeccBA79E361D6c5ea45Fa50E21,1.02,1.02,0.00,1.0202648404109623e+18,1.0202648404109623e+18,0
0xD440E7ead01720A33F2C888d2eddd76595491Eb6,"50,058.37","13,264.59","246,607.09",5.005836981892513e+22,13264592454731282513920,246607086891379675212868
0xD5472c60b7CA053a97000BDB6eff3C0CF32b9616,"194,760.00","49,440.00","973,994.66",1.9476000383589495e+23,49440000958973737435136,973994657352018849231957
0xD56179B525DC0069f98c2374DBBC3cec6dB319Eb,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xd58d1aC0b3FbF661D5867c22eE9Ef7A5D5fBFb2c,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xd657860fC512EC2250A7385A353f599e3276FDDB,"1,356.59","1,089.15","1,792.49",1.356586233218419e+21,1089146558304604782592,1792491118725297237104
0xd69F81919D279a695DAC1a0636383EeA86C000F8,153.33,153.33,0.00,1.5332910368528155e+20,1.5332910368528155e+20,0
0xd7Df465c5223e4EDAC8fdE5B3dcD97A107659a94,25.32,25.32,0.00,2.5321823943774757e+19,2.5321823943774757e+19,0
0xD827eb2673D3Dc1a7F886413f6f0950Ec2fbBc98,313.60,313.60,0.00,3.135983139427319e+20,3.135983139427319e+20,0
0xD85A569F3C26f81070544451131c742283360400,13.32,13.32,0.00,1.3323879516515176e+19,1.3323879516515176e+19,0
0xD8ab783d0B29d69E5632087051F55ab6ced2A1A5,"23,050.96","6,512.74","110,845.99",2.3050962004336645e+22,6512740501084161179648,110845988627697610850831
0xD8E6abf84f42Cd280542A150258185BE33eacD00,97.15,97.15,0.00,9.715223853552946e+19,9.715223853552946e+19,0
0xD97DAc3d4348A99d52bC1de369Fc45E6f1f38954,10.10,10.10,0.00,1.0097950263744653e+19,1.0097950263744653e+19,0
0xD9Ea7bFd7cE30A5e1F4Dcd7e2f85cB3E373835bF,356.93,356.93,0.00,3.569327183398386e+20,3.569327183398386e+20,0
0xD9ebacEE08B82aDc03599DD602CE212Df9a4fe29,70.82,70.82,0.00,7.082175729273633e+19,7.082175729273633e+19,0
0xda44CF98e1d713C37459ba293e31898eB21022E3,1.02,1.02,0.00,1.0202648404109623e+18,1.0202648404109623e+18,0
0xdaB85CF8E40035Ad9BEF7EBdcE550aCE4Cc506EA,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xdaF8f86d2418eA51CF0169Ee8aD0B08dD6C307fB,37.84,37.84,0.00,3.783773520482223e+19,3.783773520482223e+19,0
0xDB2077aFe077f4Fb1809582A03C7a5C7Fb292d5B,113.25,113.25,0.00,1.1325015064011609e+20,1.1325015064011609e+20,0
0xdb527a9f967d22B9A2801f21DcDaf819fcD9509E,76.34,76.34,0.00,7.633932231405491e+19,7.633932231405491e+19,0
0xdB692dA1ac47a5190932A255415eb2A57AC0e3E0,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xDbC594FA8CF862F51Ec76156A29Fd54cbbdc32a8,844.79,844.79,0.00,8.447889961208628e+20,8.447889961208628e+20,0
0xDc3DCaC0F2c9f8D35A47FE7406F1054a03A70883,53.69,53.69,0.00,5.368913161436899e+19,5.368913161436899e+19,0
0xDC90062b1202CF30cf2fc6b2Cca007aF94c8F231,442.75,442.75,0.00,4.4275176438295036e+20,4.4275176438295036e+20,0
0xDda54aF784A7eF61527015e603599bb6Cf3b2B41,150.46,150.46,0.00,1.5045555987338297e+20,1.5045555987338297e+20,0
0xde7245952B0fc83f4d098712DEe174fA54DF0e2c,"4,788.80","1,947.20","19,045.60",4.788804431933195e+21,1947201107983298723840,19045598685991261203217
0xdE765353A18a4B4C632efc3842069e927Df75082,145.30,145.30,0.00,1.4529860425071414e+20,1.4529860425071414e+20,0
0xDF632eA5Ba8283488aAe8538e17a2F802243A61A,13.56,13.56,0.00,1.3558762863947573e+19,1.3558762863947573e+19,0
0xdf7B7a89d5884d3d34c203C0AF14A9555584014C,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xdFaD809A12325C3D990e681629b58D64600e6a4b,109.81,109.81,0.00,1.0980753884326317e+20,1.0980753884326317e+20,0
0xe0A73dc087C0c939EEF35B8A7322Ee15332798E0,18.53,18.53,0.00,1.852807319197393e+19,1.852807319197393e+19,0
0xe0d4700D6234b554BFD25dB58954D0f570a1ACBa,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xe0E6A696cD5E0222E3A6af2b331df0bbad9Aaa67,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0xe259EE56f5D07b346A9015dA08B8de01e31798F5,"2,837.22","1,459.31","9,235.37",2.8372223197936054e+21,1459305579948401360896,9235366889042922806219
0xE2cbB77f6Fd917Bc24585D3932B8e293933D9d20,2.22,2.22,0.00,2.2174509948144883e+18,2.2174509948144883e+18,0
0xE2DCfB3621fd1970B4289f1F8251C6d1EfB9d0AF,109.35,109.35,0.00,1.0935357361627668e+20,1.0935357361627668e+20,0
0xe2f5D180626D29E753B9b1CE6e833BE01DEB36e2,176.92,176.92,0.00,1.7692427111526852e+20,1.7692427111526852e+20,0
0xE2Fa5276fe34BD0e743D5DCCc9Bd8F5B88Dc0e07,35.69,35.69,0.00,3.5693757201534697e+19,3.5693757201534697e+19,0
0xE33faaC5695F8aF1C646d2C29fbCf3e1eB39bd8d,"1,797.09","1,199.27","4,006.80",1.797087053302512e+21,1199271763325627990016,4006804892606460925254
0xE346ddbF78C6fb54202D9327a133f4df05281DC9,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xe34e1FD01F5D2d5533a586941F22dC8D4894a0D3,100.19,100.19,0.00,1.0018822540249781e+20,1.0018822540249781e+20,0
0xE42f57824760A9747595813e6e9B9f382a435286,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xE470aa089598Be924E1C06CBd645048617AC2403,3.92,3.92,0.00,3.9165521633345413e+18,3.9165521633345413e+18,0
0xE495A16aC715f593301872BEe1736073B7a8a242,10.20,10.20,0.00,1.0195246989790167e+19,1.0195246989790167e+19,0
0xe551Fc8D2CE70713F0d4874F21Da7fd69fb5E3D7,99.82,99.82,0.00,9.981940799508007e+19,9.981940799508007e+19,0
0xe56de4AfA17F255503347de1d29960b7a41aB832,105.06,105.06,0.00,1.0506047978064323e+20,1.0506047978064323e+20,0
0xE5cc36B7096aD813dafd2767078AA01a8f44F04f,103.39,103.39,0.00,1.0338871787773315e+20,1.0338871787773315e+20,0
0xe64067D3D7fD15e6Bd46bAfCea20d5715f08e9F0,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xe675689469168b09CdA52B5dFd3dD63BFc50E150,"10,077.21","3,269.30","45,629.41",1.007721150276097e+22,3269302875690242670592,45629414390554477290723
0xE69CBcf65ddAeAb83cE61923b1B0e1EEff45b9AA,"1,080.49","1,020.12",404.63,1.0804943342252968e+21,1020123583556324196352,404629696172738532546
0xE719e8237a5EBEC0f16819a62420b7C19D2fE8d9,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xE80fDb22525e331ec5303c7856E1eeeF46cc752C,"200,879.33","50,969.83","1,004,755.34",2.0087932864937483e+23,50969832162343708524544,1004755338384927115104772
0xe810257d3F627e4749e8dFeD86c00Ce167EDE267,0.09,0.09,0.00,9.4808697033141e+16,9.4808697033141e+16,0
0xe83Cc017E8E192BbBE6a8f3694eDC87e913aEbB0,"3,107.36","1,526.84","10,593.28",3.107356165405796e+21,1526839041351449051136,10593278311356214164932
0xe8492185D6c7af4e481cA8782Cf13C5fdd620C08,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xE861d66727DB7C3920D3F809D0106E19B45f99D3,"1,013.92","1,003.48",69.99,1.0139242038203566e+21,1003481050955089149952,69994322153267090187
0xe8e7d0e2F83A8FBc9A55B8b49BB54c27eeA38ff0,0.22,0.22,0.00,2.1513631468310698e+17,2.1513631468310698e+17,0
0xE900AaE6Cf807DE363b09a2553C5dc3eD6EF9d50,"31,976.04","8,744.01","155,710.68",3.197604457779621e+22,8744011144449052114944,155710679848171289174477
0xE92c0856CF3e27873137B17716F3b47e02E712F2,11.36,11.36,0.00,1.1358417036515996e+19,1.1358417036515996e+19,0
0xe96f8686dB7848BBa74A8ABE230FB16d6662d921,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0xe988Eb0FB728b723988A4E75B1b9989A7a589C15,"36,005.49","9,751.37","175,965.96",3.6005494153198904e+22,9751373538299726004224,175965955863935509468310
0xe9D390a9F319b9fc2d9C750bDc721919Cee6E777,4.36,4.36,0.00,4.363346424837221e+18,4.363346424837221e+18,0
0xeA2f3a1A218eC6F67530485ea1e18A3728E1c155,39.08,39.08,0.00,3.908331677067085e+19,3.908331677067085e+19,0
0xEa5Aa17751248DDF6251589cb8917367dD95003A,"10,854.90","3,463.73","49,538.72",1.0854903232869167e+22,3463725808217291751424,49538722685334284546058
0xeae57ce9cc1984F202e15e038B964bb8bdF7229a,0.51,0.51,0.00,5.117536050115067e+17,5.117536050115067e+17,0
0xEB14EA0F0b9FA9Db03c2893C3D9C739bb41caAFc,"3,237.25","1,559.31","11,246.25",3.237253797855949e+21,1559313449463987306496,11246248983860334581018
0xEba14830c732AE1A1F9950Fe74deD0aDD270287c,5.05,5.05,0.00,5.051713091597429e+18,5.051713091597429e+18,0
0xec044C1E7D2f6Bd66e99af9221104c822Fe416C0,124.95,124.95,0.00,1.249540430219943e+20,1.249540430219943e+20,0
0xec27a00fC181D4D5eda51eFBc4A64048F88ffcBd,42.01,42.01,0.00,4.2009358852413325e+19,4.2009358852413325e+19,0
0xEcd32018C1bEEfdA73Ba604CCE93479e87745da4,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xEcFD360c5DB2917E5a95e81Ec141eB7db2a67eB9,67.97,67.97,0.00,6.796677676461114e+19,6.796677676461114e+19,0
0xeD41c7891E1d8dAf9b847bec46f7792CeCA04319,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xeD7d1cE0E2A3ea076f336E39ACe5A268Eb61547C,46.15,46.15,0.00,4.614718326858564e+19,4.614718326858564e+19,0
0xEE4a267E98260aCf829Ca9dC6c9f3d5d82183Bce,"5,102.73","2,025.68","20,623.66",5.102732460211491e+21,2025683115052872761344,20623655128408969732117
0xEF99c035Cd72f0fa6A8bc5664117EbA0EaB1ef40,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xEfcC0E753725A0fA7C6746a6bF6dB319Fa086Ed8,1.03,1.03,0.00,1.0254312631793802e+18,1.0254312631793802e+18,0
0xeFdE32Cf50E97cAE1F3221406104c140b890E072,0.09,0.09,0.00,9.480160436584131e+16,9.480160436584131e+16,0
0xeFFB00AeBb21C393A9bd4c9e8E83BfC04dA4ebec,19.18,19.18,0.00,1.917865666363776e+19,1.917865666363776e+19,0
0xf1128B06fAaFba7b9F7bC3A2a549196936b73699,105.98,105.98,0.00,1.0597582700358546e+20,1.0597582700358546e+20,0
0xf150bcd00da52eDCB790CF1cC730DB56193e2E3e,10.20,10.20,0.00,1.0195246989790167e+19,1.0195246989790167e+19,0
0xf1ec787bAF33c96251E7cfA4f13Af449d9B489E0,5.35,5.35,0.00,5.353923912692444e+18,5.353923912692444e+18,0
0xf21eB65114A5A82D0141E5352cbA297896d52011,"14,173.45","4,293.36","66,220.43",1.4173450470484238e+22,4293362617621059469312,66220427968251866004932
0xF2BfE349b3f8f05C03f716e9a75F09ebF1032Ab4,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xf2D25fCb1d60213C5EEa0Da47D7c2801Bf5C23fd,"25,122.00","7,030.50","121,256.72",2.5122004451116754e+22,7030501112779188469760,121256724787785290946916
0xF34Ff7E34Cb33e21e9f7658ce1d8ADbea30cB915,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xf35147A9a2B5EeB9AA64fcd0B911f977eD00A83c,100.14,100.14,0.00,1.0014439762942317e+20,1.0014439762942317e+20,0
0xf3ee4bbfaA69fe5081B88FEc67C4bcC6574559d8,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xF40850dC4884f711F93dAEe86525Fc991f484A6a,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0xf47B25C9Aa978f080995FDcD0d1B04CE274747bA,10.26,10.26,0.00,1.026123946021215e+19,1.026123946021215e+19,0
0xF4b82cc1366296db241cD914F3A941A1ff2f1b13,66.86,66.86,0.00,6.685680651006669e+19,6.685680651006669e+19,0
0xf4cB1f0087730E9b6A62f2C0ea415A1Ef2A6400E,400.73,400.73,0.00,4.007260609912991e+20,4.007260609912991e+20,0
0xF522f08B8d6b6d2b1B975C0121Bdb4D9204B217D,9.95,9.95,0.00,9.95234666613091e+18,9.95234666613091e+18,0
0xF56a19C84ACa935Df574996A97D30963b07E1978,399.31,399.31,0.00,3.993068853658989e+20,3.993068853658989e+20,0
0xF57181E87afec93f224F1833107eEa6D105cA9eb,0.47,0.47,0.00,4.7372604721764736e+17,4.7372604721764736e+17,0
0xf5A80563Ed5cdf6EbCc32DE04816f9b04C3Bf3f3,75.57,75.57,0.00,7.557124761118068e+19,7.557124761118068e+19,0
0xf5f165910e11496C2d1B3D46319a5A07f09Bf2D9,"75,154.70","19,538.67","372,761.56",7.515469986840911e+22,19538674967102277287936,372761561000716031258766
0xf611DAeC05d5763a2D2749099F94e3F2496428B8,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xf6789DF3c5A090120faEC04cF8E89DA7508f420e,"55,384.92","14,596.23","273,382.65",5.538492239061766e+22,14596230597654414360576,273382652767850154703270
0xF6853c77a2452576EaE5af424975a101FfC47308,"1,799.12","1,199.78","4,017.05",1.7991241570426995e+21,1199781039260674883584,4017045025348690688686
0xF71D161FdC3895F21612D79f15Aa819b7A3d296a,"50,090.20","13,272.55","246,767.10",5.009020215848314e+22,13272550539620785848320,246767102003098911159249
0xF72CD97a579fB4B06588812ad3bF3F9C739F02A3,"1,726.44","1,181.61","3,651.67",1.7264392971221315e+21,1181609824280532877312,3651672069983905039785
0xf74196604f19108Dd721abAa16a9cD90f0A5d5bf,1.01,1.01,0.00,1.0081781216436292e+18,1.0081781216436292e+18,0
0xf7932941b3F98B4D55E0dB9dea546F7747a262Fc,"2,122.26","1,280.56","5,641.36",2.1222550223747057e+21,1280563755593676423168,5641362377888936122680
0xF794Ca64a6a0B9953490933E5939f777Da524BaE,10.02,10.02,0.00,1.001882254024978e+19,1.001882254024978e+19,0
0xF83EA853e5FFb718f36A2202051dE850E2f9873b,306.47,306.47,0.00,3.064676349077244e+20,3.064676349077244e+20,0
0xf881C50e8e41999F1577167BA125552f3FB07e47,833.45,833.45,0.00,8.334479832846319e+20,8.334479832846319e+20,0
0xf8a099545c0f2c3D3E547C048c2F5589e53B54d5,354.86,354.86,0.00,3.5485930087253705e+20,3.5485930087253705e+20,0
0xf9303877F107F5cd2cB0654b6d7A6D749FA03856,"13,050.43","4,012.61","60,575.24",1.305043432197643e+22,4012608580494107344896,60575239554171059213726
0xF962e535a5BD0d91Ab666b3A9A7F387aF012344d,5.06,5.06,0.00,5.06382766402905e+18,5.06382766402905e+18,0
0xFa5Ec0f794D1A7b96b3eA6d8F8bD6474573dB0E6,"8,450.44","2,862.61","37,451.94",8.450438752486355e+21,2862609688121588842496,37451937428718274312922
0xFA823049D8548e0a09345F47A07f7f93341fF974,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xfa82C9f496Aa3a07A48e92481a0B237cA7514b17,108.19,108.19,0.00,1.0819157262900404e+20,1.0819157262900404e+20,0
0xfafE8B87D18d53e71aEcfF0467a0D67100C52D13,100.77,100.77,0.00,1.007700983496661e+20,1.007700983496661e+20,0
0xFB8b8bE489eB3799702f4A9CB27a1c4D81613607,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xfb98D40743FBB7101a98256126e10dA0c326F83c,98.99,98.99,0.00,9.898752959758695e+19,9.898752959758695e+19,0
0xFd46b8aA0c71ba34fbc5A827cb534e79D67D672E,"2,901.02","1,475.25","9,556.06",2.9010184955947474e+21,1475254623898686849024,9556058121287269082252
0xfD4e7749ef6310980831EE271CCA0Ee5c4302c98,50.09,50.09,0.00,5.008994380771178e+19,5.008994380771178e+19,0
0xFD9E6005187F448957a0972a7d0C0A6dA2911236,76.06,76.06,0.00,7.605545103217969e+19,7.605545103217969e+19,0
0xFdbBfB0Fe2986672af97Eca0e797D76A0bbF35c9,"48,213.18","12,803.29","237,331.66",4.821317909412513e+22,12803294773531282767872,237331664347143755386166
0xfE5f8E2A71e45996f0e3d16104Ae861F01C81cB6,1.01,1.01,0.00,1.0082229120881423e+18,1.0082229120881423e+18,0
0xFec7CE89DC3dc1d708Ba82217f00332e28d69D4C,387.76,387.76,0.00,3.8775669529344967e+20,3.8775669529344967e+20,0
0xfEC7f6a021129F9786224Ba9dC25C9D420A0e68b,101.75,101.75,0.00,1.0175180090105504e+20,1.0175180090105504e+20,0
0xfF2BA846ab52EDBd724A5ef674AbF5A763849B61,0.38,0.38,0.00,3.837873755575559e+17,3.837873755575559e+17,0
0xFf6Df9431428110975268Ac5b732E23401Dd0D6B,"1,124.16","1,031.04",624.14,1.1241624813318789e+21,1031040620332969721856,624141159510115050723
0xFFF1d706DC36bC56C759b9139f5d4578Dd163c01,"6,280.94","2,320.24","26,546.30",6.280944666172514e+21,2320236166543128395776,26546303616818935571903
0x6684977bBED67e101BB80Fc07fCcfba655c0a64F,32.87,32.87,0.00,3.2872716566590767e+19,3.2872716566590767e+19,0
0x1Dd01835E0Eb26ABe597e2e69FfAC1A6cd00283A,0.01,0.01,0.00,1.2945487197216518e+16,1.2945487197216518e+16,0
