0x00000000000017C75025D397B91D284bbE8fc7f2,0,true
0x0000000000007F150Bd6f54c40A34d7C3d5e9f56,0,true
0x0000000094AcB89A43EAC2FBB3A07973Efc2435c,0,true
0x00041Dd713B87D272Be2053946A7Af63eF270980,0,false
0x002bbea9c71684cc6999D114254D2aA9378B8A60,0,false
0x00369B46cd0c232Ff5dc1d376248c4954CE645Ee,50031847808177031545434,false
0x004098bb5b1d5285e4347BFebFe65B36d20fc697,5011174949263366470751,false
0x005906CcC91AB5975939FF6525f413Bac7de3D08,1008222912088142336,false
0x006a058e4EB72d62e928195AEA27755099E22C4E,0,false
0x006C054Ac2d614674c9E5905E2931af0f1fD61D6,0,false
0x007dD6113ef5A0DE9fE4eBba41143d242507F123,10562868207656739502,false
0x00970bA0bf106e9e127Ec9e13741e03E990169b6,0,false
0x00cb25a1B52Ae70117895DaF8b9935f93942F947,25506621010274057219,false
0x01ff0201c88E4634f8B533dDEec9902df6692345,0,false
0x02269a002Cf158f1eC9FDa7d4083BFc6Eb15D7C7,24863266819726096465,false
0x0291eb432CB4a2613a7415018933E3Db45Bcd769,1,false
0x02BB5C6270CeA26c98b45c0bF44D7A6501fCc040,0,false
0x02e05dbBF4df5d17cb3A0140F9643fE68cc4Ae39,0,false
0x030740C1fb8F4841Ac647E346F299F8DC2c58306,0,false
0x0324144FddeD2D82A5149E482E7Ca17abf96cd42,1,false
0x0335B72579ecde83e82817E58c59D6d3CfE83B12,0,false
0x03446bB350421D70bD5BeC5995f447dea1922FF9,0,false
0x0366a8539B1cb971CcbD16D6f13b78F5676Ee259,675457993724183292615,false
0x0384EA30c95a4d420b92e78AA5bE0344C20cF409,102156935166150517664,false
0x03f93793E6f54a78d3839fEBd2C80E2AC48f56F7,12710027159425319954151,false
0x048528CaDF06c5738b5648C711E8bc6872dAADdD,0,false
0x04A46a5901C13Dfd53799130E7535542d4700c87,1005808388827539850472,false
0x04DB565233BBbC36B8D555d1784514dF98840d85,573833906007969460729,false
0x050BE54931FdCD6fCAe1231965356D9279923C0d,199940783884971716705,false
0x050F788d09395724777a67Dd08bE127cF70dd238,0,false
0x052Fc1D7121066A22C03f9332aFca1653E0942e3,0,false
0x054Fd996DE7a969e992e84AF61719092B52084ae,0,false
0x0594b57b092e02f391e763fDdD2255C43aF86b9A,438293091683546,false
0x059864684F53275bc2d3c1DB47A93aD0C0A84C24,0,false
0x05FF7cC8B490B38898744037f951F3247673C2ed,15898739853160047772,false
0x06296263067bD6B720049cb2386fe82A13D4D99e,0,false
0x06530a831c90d2615f613617fc045cd845244682,0,false
0x067532AC33698C47FcA747d8158D49F35BD129ae,1008222912088142336,false
0x068a01a3443DF8230D423af83110d278D8dC9018,40059255481571924562632,false
0x068f4E7418D7Dce3CFAC1E01A25e0fa6D6EF870F,0,false
0x06a9E45FD0E05C9E0225e521c589BA9B7f127dF4,1,false
0x06ab719a55FEE6E6159388Dcdacd21CFBDAfcA79,1,false
0x06DbCb7b2962838CFEbE1D02BF6C3f4352d074ad,42952048942412962118,false
0x075A6AF774C9Ef7315879231730916ceD13e84f8,0,false
0x077E9b6E1361bc3CD77DA578326d2B194A9E6402,0,false
0x078a930a8F0D40D3825309D507dA0D6D88D31f43,0,false
0x07a59461F6d849CFB1f7E27288501a4c7370E006,0,false
0x07De5B6383F183eba2AF36B3C090bF844b170E98,0,false
0x0852aC183DDb2D07ECba37D7f6b32c61CF627BeB,0,false
0x086d3a006641feaaF212915567CD7Fd8556DFb2F,12919109485091790870,false
0x08b224625c88231033218fc9E648c5d4AF02eBB2,13884548617878331963,false
0x08B9a0BAe99B2356E2cb0e40E57f6941dc8B2005,0,false
0x08cfCCC00B7b9b0EC2EE129934Da1EDc029262d8,13822007472724838458,false
0x08f4e1df7D596a6DdD6Ba799a68d56991a8a771C,1008222912088142336,false
0x090DF100B44b48E50E8E832b7D4696143003889A,0,false
0x094260117a5A07acd8CF3E1AF91e4187AE5Eb6fD,1,false
0x095ACf6CABB2dBCCED2072c7481CCb99E293Ba1A,1,false
0x09a6b7b62B16232C03c2a4E4aEE21cAE234547C7,0,false
0x09aac303Cf1447184d7B0bB4C1d57Ba0B799DE09,252282041991648599540,false
0x09B64e3d589AE90ACCE69C75C346722D8EbFB65D,0,false
0x09e281a7846401c1E1c755D55cFF1Dbf3B522AEF,3003008397483551132,false
0x0A117677Be4B8D258D9BCB9F86Cb9600e658952B,50934412331043364135,false
0x0A7DF1DFB7907D7017f82b21F6478343b7E8a0cE,0,false
0x0AA2399D26E78442d45C7BaEa334E0D5C04b5023,0,false
0x0AE7ce8d44664A8654D4a4ec621d4711499AA98D,0,false
0x0b033d279900c5aE98F4F3119bb167c6D1155cA5,0,false
0x0B11FB8E5072A0C48cf90cDbcFc117776a73605D,0,false
0x0B2e16e04Dd0817f30854dbB36643D6BfAc4Fd27,0,false
0x0b5A3054E7d7c25c23eE8B7fD7CbA3d2660Bc6A0,828334252388245209529,false
0x0B7831E4c2B33eb9390d188B7b1aB53C33cf6ece,24930272378561856903,false
0x0bB2C6478677aCbAd673e1D55FD26B0C06Ae2e18,1024768584035693014,false
0x0bC1Fb738c5EA282af13e1656e2c5AF63FfFFc5C,5483666054500344533,false
0x0bE7aed4B4270124B756791fEf29C8Ac7aF1eBA5,41249007601818737836,false
0x0BeDeeDD2922CDd7b85F2db5504bbd137116AAbE,303829659841742962087,false
0x0c0057aF75d6fCb35566621E8639ba06755c4c29,0,false
0x0C0A51D9Ce6eD561264278d8E3F288CDe037b73D,36215930201601010608,false
0x0C212fd7626b3E7C6737843ea4aF17ba8E612C54,0,false
0x0c4B47d7eB199e6ED3BF0af6FE2Ab33dF7FaEEEb,100163763586658439764,false
0x0cA80Fea8cdCFcdFcea14BF4A1e42663A2abEcE3,1,false
0x0CAf3190711CE5e5dEa96827f2582fA52E2E839e,0,false
