0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA1bD817e13ED6Bb524ED491cff76C83aFEC773Ac,85999999999000,86106069729063464928,85954701
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x449E0B5564e0d141b3bc3829E74fFA0Ea8C08ad5,10000000000000000,10012333689542406778780,9994732689
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x2d7592A634593cF8A3bd271EE4c8c4f5e1034bb1,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x6ff0BE40314Fdf5E07BcBA38c69Be4955d5e6197,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xb7d49ADB031d6DBDF3E8e28F21C6Dd3b6f231cD5,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x7BEcF327f9f504c50C60d3DFBc005400c301F534,44208765753740,44263291472925961397,44185479
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xF169913283E7FBF3D798771BfAaCA021244CaD26,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x2Cd28139AbDc9E91F8Fe7C1b4A49fC41555A5607,4348536106377349,4353899455807349460108,4346245597
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x33D3C029FD119ebb90df20c3427a97074637Bf7c,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x9c1DA680B09A1b803F87478C359eaFcD5c895A65,27119748971497979,27153197627926225161807,27105464156
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x285E4f019a531e20f673B634D31922d408970798,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xF6853c77a2452576EaE5af424975a101FfC47308,1795265820935213,1797480046063363895727,1794320198
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xB8f98D08f1A456d1EC9417e5eaF46fc2eDe9c0a1,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x537037C5ae805b9D4CeCAB5Ee07F12a8e59A15B2,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf5f165910e11496C2d1B3D46319a5A07f09Bf2D9,74921693609519139,75014099700416252099148,74882230025
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xE741f716049dE5514E8304B1C666ee2B18F7027E,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x35F115dCb8f52c9fBD8d025cb2dDC1E1e2dC4357,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x929648fA0dFC3637d55226CE5e3F75cae1566fCE,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x63B7F56fF3c328Fb0AA9C292F3546550daa1CF62,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xd657860fC512EC2250A7385A353f599e3276FDDB,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x77fEb83b9d802Ffe594dBC9092E2d2d162F1ebC0,455175015046048,455736413778351829040,454935260
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x6859B1AF1C0378cD124f6C27FBF525d67e0367F4,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x9efab36288565dC343b6909350767cb392AA4F69,24758450774100403,24788987078640274515735,24745409728
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0e04247d39eBc07f38ACca38Dc10E14fa8d6C98,59746103070031263,59819792058694703212901,59714632940
