0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x449E0B5564e0d141b3bc3829E74fFA0Ea8C08ad5,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x5b8b6d7CD77236C023382dF1F74a3693B71E953E,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xde923Df474661dDF3727C913EbFEe3df0b37BEB8,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7831645FA0E7Ca21370B374acBF44472F903A473,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1E460AA9317c4de2F7373b244cBc43272b28c330,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD0489d93F71cd6D3784944E811af263DF7D3B70D,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x77445009Aa506f6775b2c1EEb804F6c8BE9A92a6,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x449E0B5564e0d141b3bc3829E74fFA0Ea8C08ad5,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xAb1eE40e8D01ce977F8723F2cE6373C424C5031e,3881495172338,4518873355399387676,1382870
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x73084E4338A64d73180D039FaE40A0e92b105F35,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x20b958BBeB833f79Bd7E4B4165D4123B2F904cC8,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xE92c0856CF3e27873137B17716F3b47e02E712F2,4379752998661,5098949824780644582,1560386
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xCC01d9D54d06b6a0b6D09A9f79c3A6438e505f71,0,0,0
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0335B72579ecde83e82817E58c59D6d3CfE83B12,1249315497928707,3392589602287421989394,239584254
0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x87c03D35fc649d088298cE4a2191efcB1Eb830C2,34071606195356,92523447522455011812,6533994
